"","BL11","BL12","BL21","BL22","CF11","CF12","CF21","CF22","POOL1","POOL2","POOL3","POOL4","S111","S112","S121","S122","S711","S712","S721","S722"
"tr|A0A140NA63|A0A140NA63_ECOBD",503224.031327776,432646.563209922,387842.496445707,409724.018131356,413629.04699715,404719.715698706,443735.45205354,394743.719050897,384308.728645849,414211.456613392,401737.507259691,396782.67799955,431152.054265603,423095.818409394,416552.346349281,378089.430473099,366002.830957994,390687.226197417,371413.231967199,382156.434280058
"tr|A0A140NA64|A0A140NA64_ECOBD",3258889.88331764,2940214.22913718,4495894.09448769,4989863.51243984,2634077.58141339,2396663.23068617,2760368.84826001,2454660.50316751,2116455.90268508,2101496.88469005,2154607.85413,2063344.93324513,368350.046755173,679140.218390696,633943.726026939,604973.529752843,662698.934807593,689747.380038011,894321.315090401,490943.535534326
"tr|A0A140NA67|A0A140NA67_ECOBD",2734323.97297639,1764321.91738755,2447716.8572644,2091396.13797942,1696604.65186178,1216023.11092222,1769512.9658103,1297528.12039452,1371465.81893016,1434613.46203638,1422655.20799095,1383424.07297559,883988.940897079,900149.185950667,782123.597334026,780559.097649654,772823.800512953,695067.906406439,814869.062907382,564905.78349373
"tr|A0A140NA70|A0A140NA70_ECOBD",4416981.22745688,4967116.50298957,4851189.7239664,5427746.12285977,4753768.91148939,5774179.66302389,6131376.05717447,6625347.99886714,4514346.40703508,4158945.50737312,4151958.15145284,4521333.76295536,2458062.02015701,3330080.75829767,3498474.27427824,3053075.88151423,2742262.01394227,2544266.15085079,3459341.76160709,3286381.59590378
"tr|A0A140NA71|A0A140NA71_ECOBD",93470.5464592266,93814.9161811954,99515.2708399595,125172.613603775,129740.789088782,125693.181508032,139684.563123933,109886.354118234,97358.4420633403,95027.9391378185,97587.3275517977,94799.0536493611,111342.262136704,85477.4108337279,72698.3804656731,65090.3361566132,89669.7676594399,81785.8713001341,81138.0396245034,72956.831480909
"tr|A0A140NA72|A0A140NA72_ECOBD",2126430.1713486,2150191.19852986,2361643.81320027,1984228.54953689,2199416.54210344,2531327.47991873,2339756.4631186,2333543.41628459,2262802.15854825,2560276.33647435,2410327.60903333,2412750.88598927,2534115.1681662,2729378.12747971,2524731.58677329,2719273.31157222,2472273.62087126,2864079.4153359,2718475.92584046,2338931.27904247
"tr|A0A140NA80|A0A140NA80_ECOBD",65332680.985642,62792927.4836439,67612037.6196914,68421948.8740686,81510096.1576398,79241907.3146232,77959013.2079438,76600083.613046,59125520.6331247,58599684.3945203,58597923.8156488,59127281.2119962,46196810.2106368,49066676.8604386,46728725.7978166,45495493.4880865,45675720.722161,44486961.8304596,40986769.6394066,37718108.8620585
"tr|A0A140NA83|A0A140NA83_ECOBD",43324714.4304478,43325313.8790411,44117622.8801974,45888336.8627514,40248313.9050063,40211365.7006701,43426082.609756,42696395.1409544,39982983.5847874,39184103.6776336,38783496.560818,40383590.7016029,32233378.0439151,38078617.6626051,37176367.3628095,38244404.8019726,32995869.9063676,35941699.3618162,36271646.0160584,33214630.8293528
"tr|A0A140NA84|A0A140NA84_ECOBD",42761168.143626,43922224.1628612,37763842.5762461,37137196.220913,35974602.5102486,38527332.4844777,39312545.1123883,39409686.4717704,43228298.6695349,44138279.2181484,43406321.4677934,43960256.4198899,49968845.7469427,50822927.5420209,49914600.3297895,51137506.3414204,44114005.2013452,45808015.2272026,48313816.9009432,47945487.1331552
"tr|A0A140NA85|A0A140NA85_ECOBD",1769496.24188053,1597495.28740205,1652348.68026031,1706073.70411559,1657903.76379662,1564351.3733528,1787411.491716,1771530.67779327,1503173.51786003,1498493.67975632,1492522.84225994,1509144.35535642,1121160.49066296,1223815.94552184,1252743.00061013,1226307.78551071,1143101.12613419,1238733.16924544,1411116.54240063,1036615.43451877
"tr|A0A140NA86|A0A140NA86_ECOBD",1762512.24536082,1720978.38893699,1670996.60529123,1662564.9468056,1548946.45105545,1567986.77612979,1566146.2108993,1568013.47189791,1371160.30919059,1405280.08393358,1365301.76664544,1411138.62647873,1032880.04344521,1064219.37652822,1054144.94017501,1013610.57739331,1098757.06846328,1046674.16648475,1118627.32595861,1012194.16507759
"tr|A0A140NA88|A0A140NA88_ECOBD",11089999.6362935,17143669.9613916,15605174.6878362,14769874.1712785,11298281.4742121,13949457.6228584,14294114.1495732,13059316.418573,12556694.344242,12814138.6309161,12548436.4750183,12822396.5001398,7722855.84923035,12662295.558632,11707446.1251128,11037811.6911356,9337489.48231486,11658564.964112,12026011.7745156,11276164.4635055
"tr|A0A140NA89|A0A140NA89_ECOBD",71675.887879358,50981.8595594647,52123.5166201684,132458.768056434,41570.6357132936,74477.4987623152,47816.0656584853,74496.2714771825,53356.7421939681,57350.4512692463,57368.4160788807,53338.7773843336,42905.9660136667,34337.488942437,52593.298846617,29856.6882011949,44646.9897663089,28405.303078029,41628.6765107055,43271.0331835606
"tr|A0A140NA92|A0A140NA92_ECOBD",25962297.3249923,23523661.4974122,22787100.8041174,24883943.3912026,23836269.9110416,24417641.739464,25003433.3901127,24933461.0891328,23093908.7744085,23330161.8906976,23007260.8505129,23416809.8145931,21743298.8329613,23031012.6942992,22962293.1531826,23009290.9094691,20674691.5824294,21100897.7462046,21547864.8503823,19739694.7809157
"tr|A0A140NA93|A0A140NA93_ECOBD",125911.366190893,114800.593899102,103269.254748506,110273.302263609,201485.009954992,192152.109679222,175236.516573467,174391.597641962,143514.176584012,162126.655525637,143493.489445337,162147.342664311,179420.029514289,160253.098687391,141924.401379557,152988.841319142,192283.012868036,139881.763777847,160037.522607786,149912.460547451
"tr|A0A140NA96|A0A140NA96_ECOBD",1323675.02611567,1524913.13932874,1411668.08616347,1497850.19335826,1287296.89358398,1289508.75515274,1475692.79300069,1477800.17592933,1189955.13855114,1241497.62337144,1198142.89546169,1233309.86646089,779133.032015687,1070091.27936435,1022497.6697668,1043896.01944405,908404.611709536,1058659.49687583,1045841.12403532,914009.600038718
"tr|A0A140NA98|A0A140NA98_ECOBD",151536.523772815,199215.122538817,189064.104091525,176144.020318654,213026.771860158,267809.652093048,228806.149078273,243146.004634733,206578.813188951,203156.683671368,208831.591894281,200903.904966038,204177.092130255,223984.152078991,225178.530208529,208643.507990755,175532.98575505,199872.457271338,193180.730388446,177239.48130988
"tr|A0A140NAA1|A0A140NAA1_ECOBD",21510823.1969452,21097142.2840808,21463778.3138062,22041518.2618806,20442191.7460316,20528266.6714363,19166470.2617609,18287396.7273528,19290525.072401,19589309.3024805,19591581.7138228,19288252.6610588,17675972.5163093,17476421.696357,17428333.0580341,17073964.9445291,18020613.8064003,18104119.6566083,19276256.5083738,18363248.4018341
"tr|A0A140NAA3|A0A140NAA3_ECOBD",2421518.86378276,2406119.88558831,2432134.78961539,2467469.53307914,2598541.25480299,2448230.22757886,2780425.22185606,2680751.32333741,2232221.34680171,2271984.63447432,2245378.42098276,2258827.56029328,1851076.63057103,1941852.16581186,1834320.09895991,1949586.80582419,1775253.90933434,2056534.51205788,2064445.79271534,1695346.37945474
"tr|A0A140NAA6|A0A140NAA6_ECOBD",603536.458209652,527990.416790118,722862.28777025,776098.057681362,262721.864563756,304055.064187456,365851.142856387,319605.990891246,343667.937357528,338213.479959164,341697.305984414,340184.111332278,129686.127423991,125693.646833802,164111.903874272,118843.580525143,153280.023253519,143946.7455034,173557.056501758,163044.699044694
"tr|A0A140NAB1|A0A140NAB1_ECOBD",94429.6723033739,53039.4398006368,44878.0532577977,80151.2058705366,169699.748318699,175989.731182849,145969.459521358,165061.69963924,79417.5820704318,102450.968567483,90163.1607590328,91705.3898788824,43657.4878411795,36311.9697454719,44801.6515341272,50360.8840487169,107099.109743041,55782.267135439,58331.2481337586,34274.7509913086
"tr|A0A140NAB2|A0A140NAB2_ECOBD",576552.634454812,445646.020290404,495129.784842213,622434.98829781,785783.521980389,692383.573722826,474699.146107701,546383.790728927,504026.155151247,515886.519696478,507970.530992048,511942.143855677,521864.353886059,535321.170947958,391460.165969543,480575.33640169,534561.010848163,473179.113325242,515502.458498061,418461.638851549
"tr|A0A140NAB6|A0A140NAB6_ECOBD",1791735.46079867,2017583.82079322,2135913.46359912,2041028.36074143,2418190.04149103,2761458.47207455,2530966.49919157,2567562.35889688,2395398.64498469,2457550.68631188,2463885.32544189,2389064.00585468,3289440.41585422,2793446.02535048,2734075.34151318,2771139.57950066,2488933.03784796,2410239.98966754,2262241.67217965,2343144.15649864
"tr|A0A140NAB7|A0A140NAB7_ECOBD",24659181.3514743,26350364.6099061,23814917.2960568,23466498.2332479,23893375.1765039,26217046.2194129,26474710.8032708,27000684.8147517,25709916.9238493,26200021.4818526,25585308.4377756,26324629.9679263,26488365.8399985,27955614.3911357,28700655.0953576,28368579.1132081,24131266.695879,26113633.9955662,25175927.5302654,24396550.9946433
"tr|A0A140NAB8|A0A140NAB8_ECOBD",4088987.17687883,3419262.2581411,3116174.92386875,3378231.88878494,1870765.68548338,1795889.54490452,2022760.95438286,2049718.08676737,2059130.35625208,2084835.21941,2085622.60800829,2058342.96765379,1177739.8317472,1151779.50644017,1180101.83529957,1177455.10442056,1236303.5978188,1188442.2766171,1215410.17692847,1054445.26258062
"tr|A0A140NAB9|A0A140NAB9_ECOBD",696656.407992002,610209.236719564,599950.912118086,687077.486963619,873154.178008388,846950.791716229,865993.185115006,869065.116199726,656264.559360806,704845.339931956,672948.037897094,688161.861395668,595056.954515378,623300.006484343,616470.57209759,594382.409072873,599766.798288379,533250.519824916,572986.710924381,540795.938457494
"tr|A0A140NAC0|A0A140NAC0_ECOBD",628853.381979,582396.075155063,647212.6018235,655627.085159549,540190.095615134,605855.205342736,595388.587162654,620222.554187392,519725.278796016,528179.951135826,524103.806961339,523801.422970503,435013.478988085,459146.895304891,471283.892609877,382234.04840029,412493.610862984,485655.66724944,475533.714058912,371738.40592561
"tr|A0A140NAC1|A0A140NAC1_ECOBD",616417.242126597,703435.643386432,727586.092816118,769924.663055883,913897.843947266,972384.314222375,1003172.85537224,926759.193187253,739893.967498037,768066.202418471,737292.353086979,770667.816829529,502093.553170462,740335.78608088,606484.451814318,693936.556013609,612923.835303842,718238.8771076,689525.877526406,599076.805183881
"tr|A0A140NAC2|A0A140NAC2_ECOBD",1348282.16587745,1505565.85860518,2427068.4129876,2527267.99278702,991105.491578294,1175075.62107375,1297540.36839055,1204518.50994241,1217939.7930871,1262322.90645146,1265154.13997355,1215108.55956502,538589.896289225,869064.445631759,633938.591917927,804845.436140945,633339.304508735,812795.436844985,890062.071643597,535693.533156391
"tr|A0A140NAC4|A0A140NAC4_ECOBD",15565985.4079336,15535209.6142598,14069250.5278045,14524277.4119811,22573137.4345981,22377681.1464769,21846217.8159044,22118246.5760816,17674789.5757847,18015391.4167432,17665158.7654416,18025022.2270862,18311219.9128229,19036002.9296738,18091573.5264119,18261870.7607466,15641853.6879544,15814502.5292,15459319.9116045,14510347.8077054
"tr|A0A140NAC5|A0A140NAC5_ECOBD",1300699.21457769,1135810.75346308,1427899.26031055,1485321.91204402,1349513.40853774,1401105.27165485,1322172.30654454,1396414.43969486,1174026.53048629,1196536.41776328,1144803.61442023,1225759.33382933,1472670.64447035,976569.225509901,1093723.29432067,1030343.46171969,1041617.22864029,872680.363617955,958182.905247546,861433.545384153
"tr|A0A140NAC6|A0A140NAC6_ECOBD",2052216.96546996,1721256.10453809,1514728.8900807,1710239.85692711,1674760.64682768,1627784.70851928,1588430.3063063,1619947.87406606,1464213.65379043,1599903.12209745,1511240.29658725,1552876.47930063,1261129.20864132,1301315.13549788,1316036.70637826,1216036.61856815,1550974.19217591,1315091.8351997,1338219.17528796,1564460.53645178
"tr|A0A140NAC7|A0A140NAC7_ECOBD",14019547.90887,15584163.7212292,16825167.7832939,16174772.4832649,21270953.3378461,21343844.3958554,19537429.2262322,18425711.6776607,13854979.6664806,13915629.1577776,13777277.7556951,13993331.0685631,7021600.13136307,9131041.07562096,8640324.54108579,8578196.93205797,10441171.2992696,11057541.8250192,11549081.8975306,10392695.3343569
"tr|A0A140NAC8|A0A140NAC8_ECOBD",160328.027012497,170050.184942279,194350.964104848,201778.080884736,186354.226835823,216474.272279835,208706.588193876,218567.369468848,181923.324833434,187964.231461434,186749.775915525,183137.780379343,152446.871055282,146795.191373431,159618.265096535,141797.497097405,155750.86768017,220038.643518924,227582.626698305,129603.558622533
"tr|A0A140NAD0|A0A140NAD0_ECOBD",173812.658788786,151103.955273808,172829.213124466,181226.115168992,209564.117150241,219484.081302029,199741.969518402,203462.539340269,180803.647375668,192070.051795559,182771.346996669,190102.352174558,191745.133180543,184974.962757202,181238.814595558,192579.387487554,183425.648558484,177828.136931058,186529.020879712,169722.617841087
"tr|A0A140NAD1|A0A140NAD1_ECOBD",966378.672444986,980059.030934785,1002657.41332745,1044504.92668621,808545.97545976,835353.959657209,957760.390515405,907778.497962491,862636.362440968,876762.728220188,854121.373600452,885277.717060704,627764.87990077,663434.327361444,688728.474035533,672985.462228672,814418.190738793,913036.820940181,848660.942990022,830748.935923463
"tr|A0A140NAD5|A0A140NAD5_ECOBD",1657430.83708391,1474416.08623508,1505931.20088158,1716430.38661067,1786341.76270983,1655153.86368625,1671772.5471691,1818509.18827296,1394199.16564642,1429248.21423168,1413971.20455666,1409476.17532144,1161095.46250176,1144158.99871997,1201899.70210574,1146682.10557793,1048566.58941337,1125812.98220128,1116828.63808172,1017115.80027074
"tr|A0A140NAD7|A0A140NAD7_ECOBD",1050844.02081559,1062023.13338773,1243658.83549972,1404383.93310073,506563.031608678,510179.842239565,625590.792383258,611348.200476675,671113.318868557,644172.995856769,663195.819693921,652090.495031405,262293.977366685,345111.570797205,356207.889766422,342680.612322485,354591.34114666,439050.034518606,369525.113526528,292023.96885395
"tr|A0A140NAD8|A0A140NAD8_ECOBD",4565160.45723411,3731806.24958726,3921298.24230356,4232219.40448978,5543749.09077247,4736029.02376572,5073860.8897605,5623034.23802444,3612059.26709906,3648031.79683329,3595770.72321118,3664320.34072117,2526057.42571866,2582469.1003484,2295899.81623766,2630008.60753764,2452364.05213369,2246261.14628982,2398704.30202308,1969501.69400775
"tr|A0A140NAE3|A0A140NAE3_ECOBD",6723391.38983013,6466623.61802602,6234078.82749423,6140265.37583736,5678830.35187394,5419707.62401445,5846866.09701462,5559946.58480574,5183672.98939099,5391256.14007763,5234206.49831669,5340722.63115193,3822131.40414863,4329672.30339999,4562993.86890084,4369191.53447027,4387684.85342009,4620910.90502606,4705158.87056049,4236294.62459761
"tr|A0A140NAF3|A0A140NAF3_ECOBD",12663992.4274445,12929963.6697681,13376416.582552,13356865.0136613,13031160.3394011,13585961.881767,13471116.8677375,13484914.1362287,13925592.4583264,14184298.037672,13959356.2778847,14150534.2181137,15617549.9306042,15361416.1825097,15712575.449152,15571641.9705633,15273481.9185897,15485403.4843073,13370626.0211179,13679118.4420001
"tr|A0A140NAF5|A0A140NAF5_ECOBD",3171309.68456334,2859961.67145223,2957939.47084355,3094580.01034483,3010023.93387818,2802395.98659332,2842359.4539638,2954205.2427797,2426977.03367182,2426135.13018843,2435740.61292576,2417371.55093448,1602067.73843968,1900294.87280031,1713898.12154526,1798415.04903411,1740178.14614464,1689106.71968575,1772308.74190174,1467519.79328858
"tr|A0A140NAF7|A0A140NAF7_ECOBD",5439513.46360221,6129548.82160221,5867883.63157494,5685767.98654719,5327246.29239128,5672688.06283354,5670969.45363048,6079822.35619032,5012966.09245478,5096722.64209041,5047834.82340396,5061853.91114123,3849548.59265558,4395280.02574922,4476963.43783971,4317446.1463074,4260299.78701668,4403899.08360631,4209974.88937795,3922361.9476524
"tr|A0A140NAF9|A0A140NAF9_ECOBD",18350129.9374184,18024065.8273511,16416357.4005442,16783226.8743326,15043253.3111955,14790528.1569248,15000030.5727366,14699678.6951357,14690761.1678885,14604141.3319083,14485061.6091229,14809840.8906738,12220706.3881084,12925277.1454429,12268659.5706369,12455024.3660934,11624116.7405542,12151194.4778399,13102100.9387178,12501424.1034001
"tr|A0A140NAH0|A0A140NAH0_ECOBD",520373.171969769,566678.761202779,722105.261657063,742548.003103424,426804.56575931,438141.903932266,521464.601408591,508145.293727259,400142.763721917,389506.869107479,395450.466061481,394199.166767915,188755.268931536,270845.181853065,210313.794969467,252040.471470163,174607.095373664,383566.957715302,246729.753993651,162492.891455519
